ID,英文名,中文名,描述(英),描述(中),尺寸,初始等级,可用等级,英雄,标签,效果类型(HiddenTags),图标,卡包ID,生成资格,多重施放
1c40716a-d125-4deb-8ada-8b177c5ff071,Brawler,斗士,You have +75/175/275 Max Health for each Weapon you have. [75/175/275],每拥有一件武器，就+75/175/275最大生命值。[75/175/275],Medium / 中型,Silver / 白银,Silver/Gold/Diamond,Pygmalien / 皮格马利翁,Weapon / 武器,Health / 生命值,Icon_Skill_Brawler.png,,,0
b3c7f45e-23f3-44c8-adca-3ca99376e848,Master Salesman,行商大师,Your items have double value during combat.,己方物品在战斗中价值翻倍。,Medium / 中型,Diamond / 钻石,Diamond,Common / 通用,,Value / 价值,Icon_Skill_MasterSalesman.png,,,0
279ca038-9f02-45ea-a946-7bd05be37d57,Defender,,You have +50/150/300/500 Health and your Shield items' Cooldowns are reduced by 1/2/3/4%.,[未翻译],Medium / 中型,Bronze / 青铜,Bronze/Silver/Gold/Diamond,Pygmalien / 皮格马利翁 | Vanessa / 凡妮莎 | Dooley / 杜利 | Jules / 朱尔斯 | Stelle / 斯黛拉,,ShieldRef / 护盾引用 | Cooldown / 冷却 | Health / 生命值,Icon_Skills_Defender.png,,,0
7919e8b0-d749-4c13-892e-bc794c8cf06e,Heat Shield,,"When you Burn with an item, Shield equal to 0 times that item's Burn.",[未翻译],Medium / 中型,Diamond / 钻石,Diamond,Dooley / 杜利 | Stelle / 斯黛拉,,BurnRef / 灼烧引用 | Shield / 护盾,Icon_Skill_HeatShield.png,,,0
f790df42-e8e6-4329-aaeb-8a757c02c326,Vital Renewal,生命复苏,"When you Slow, Freeze, Poison or Burn with an item, a Regen item gains 1/2 Regen for the fight.",使用物品触发减速、冻结、剧毒或灼烧时，一件物品的生命再生量提高1/2（限本场战斗）。,Medium / 中型,Gold / 黄金,Gold/Diamond,Mak / 马克,,RegenRef / 再生引用 | SlowRef / 减速引用 | FreezeRef / 冻结引用 | PoisonRef / 剧毒引用 | BurnRef / 灼烧引用,Icon_Skill_Mak_VitalRenewal.png,,,0
6bd675c5-a9a3-4a04-b3b3-c6ed09904bc2,Clean Storefront,整洁门面,Your leftmost item has +20/40/60 value during combat.,最左侧物品在战斗中+20/40/60价值。,Medium / 中型,Silver / 白银,Silver/Gold/Diamond,Common / 通用,,Value / 价值,Icon_SKILL_MON_CleanStorefront.png,,,0
1df8d85a-9095-4ab9-952a-c668a4d5d51c,Electrified Hull,带电外壳,"The first 4/8 times you Shield each fight, Charge an item 1 second(s).",每场战斗前4/8次触发护盾时，为一件物品充能1秒。,Medium / 中型,Gold / 黄金,Gold/Diamond,Dooley / 杜利 | Stelle / 斯黛拉,,ShieldRef / 护盾引用 | Charge / 充能,Icon_Skill_DOO_NumberOneStunner.png,,,0
b89ebdeb-1954-47c8-97fe-8cc3008f2a25,Poison Tyrant,剧毒暴君,"When you Poison, gain 2/4 Regen for the fight.",触发剧毒时，生命再生量提高2/4（限本场战斗）。,Medium / 中型,Gold / 黄金,Gold/Diamond,Common / 通用,,Regen / 再生 | PoisonRef / 剧毒引用,Icon_Skill_MON_RevitalizingToxins.png,,,0
0526054f-98da-4e95-be68-d25b26bb0fe3,Trained,受训,"When you Slow, a Weapon gains +5/10/15/20 Damage for the fight.",触发减速时，一件武器的伤害提高+5/10/15/20（限本场战斗）。,Medium / 中型,Bronze / 青铜,Bronze/Silver/Gold/Diamond,Common / 通用,Weapon / 武器,DamageRef / 伤害引用 | SlowRef / 减速引用,Icon_Skill_MON_Trained.png,,,0
afe451fd-7726-4ed6-9ad9-48d917a12012,Specialist,,"If you have exactly a Weapon, your Shield items have +10/20/30 Shield.",[未翻译],Medium / 中型,Silver / 白银,Silver/Gold/Diamond,Pygmalien / 皮格马利翁 | Dooley / 杜利 | Stelle / 斯黛拉,Weapon / 武器,ShieldRef / 护盾引用,Icon_Skill_Specialist.png,,,0
6550ba8c-8d90-41f8-82c8-a0af040458ce,Depth Charge,深渊冲刺,"If you have exactly one Weapon, it has +5/10 Max Ammo. | ...if it is also Aquatic, it has +25/50 Damage.",如果只拥有一件武器，就使之+5/10最大弹药量。 | ……如果武器拥有水系类型，还能+25/50伤害。,Medium / 中型,Gold / 黄金,Gold/Diamond,Vanessa / 凡妮莎,Weapon / 武器 | Aquatic / 水生,Ammo / 弹药 | DamageRef / 伤害引用,Icon_Skill_VAN_DepthCharge.png,,,0
edb9b01b-b4ce-4a77-848e-0a49b8a23c16,Potent Potables,强效药液,Your Poison items have +1/2/3 Poison for each Potion you have. [1/2/3] | Your Burn items have +1/2/3 Burn for each Potion you have.,每拥有一瓶药水，剧毒物品+1/2/3剧毒。[1/2/3] | 每拥有一瓶药水，灼烧物品就+1/2/3灼烧。,Medium / 中型,Silver / 白银,Silver/Gold/Diamond,Mak / 马克,Potion / 药水,PotionRef / 药水引用 | PoisonRef / 剧毒引用 | BurnRef / 灼烧引用,Icon_Skill_Mak_PotentPotables.png,,,0
304d505a-d914-4264-9142-b6efb7aca1ff,Flurry of Blows,连环打击,"The first 4/8 times you use a Weapon each fight, Charge an item 1 second(s).",每场战斗前4/8次使用武器时，为一件物品充能1秒。,Medium / 中型,Gold / 黄金,Gold/Diamond,Vanessa / 凡妮莎,Weapon / 武器,Charge / 充能 | DamageRef / 伤害引用,Icon_Skill_ExtraArms.png,,,0
cda0b592-db91-4840-8ab1-ae5c261205e6,Truffleholic,松露迷,"When you sell a Property, get 1/2 Truffle(s).",出售地产时，获得1/2颗松露。,Medium / 中型,Gold / 黄金,Gold/Diamond,Pygmalien / 皮格马利翁,,Value / 价值 | EconomyRef / 经济引用,Icon_Skill_PYG_Truffleholic,,,0
a1975546-334f-4137-85cc-43a4c8ae49f3,Regenerative,元气恢复,You have +10/20/30 Regen.,+10/20/30生命再生量。,Medium / 中型,Silver / 白银,Silver/Gold/Diamond,Vanessa / 凡妮莎 | Mak / 马克 | Jules / 朱尔斯,,Regen / 再生,Icon_Skill_Regenerative.png,,,0
aa603f52-3788-40c2-bb99-53e92a69b3f5,Rust,铁锈,"The first time you use an item each fight, Slow an item for 3/4/5/6 second(s).",每场战斗首次使用物品时，减速一件物品3/4/5/6秒。,Medium / 中型,Bronze / 青铜,Bronze/Silver/Gold/Diamond,Common / 通用,,Slow / 减速,Icon_Skill_MON_RogueScrapper_01.png,,,0
a3695c78-63e4-45a9-a2b9-9b2827325527,Quality over Quantity,宁缺毋滥,"If you have exactly one Weapon, it has Lifesteal and 5/10% Crit Chance.",如果只拥有一件武器，就使之获得吸血和5/10%暴击率。,Medium / 中型,Gold / 黄金,Gold/Diamond,Vanessa / 凡妮莎 | Pygmalien / 皮格马利翁 | Mak / 马克,Weapon / 武器,Lifesteal / 生命偷取 | Crit / 暴击,Icon_Skill_QualityOverQuantity.png,,,0
a14d3877-304f-415f-9bc6-520d4fe142c5,High-Yield Investments,高回报投资,Your items with value over 10 have +10/15/20% Crit Chance.,价值超过10的物品暴击率+10/15/20%。,Medium / 中型,Silver / 白银,Silver/Gold/Diamond,Pygmalien / 皮格马利翁,,Crit / 暴击 | EconomyRef / 经济引用,Icon_Skill_PYG_LongTermInvestments,,,0
050ff26a-59ec-4666-89b0-b0630a75149a,Hard Shell,硬壳,"The first time you fall below half Health each fight, Shield equal to 20/30/40/50% of your Max Health. [0]",每场战斗己方生命值首次降至一半时，获得护盾，等量于最大生命值的20/30/40/50%。[0],Medium / 中型,Bronze / 青铜,Bronze/Silver/Gold/Diamond,Common / 通用,,Shield / 护盾 | HealthRef / 生命值引用,Icon_Skill_MON_Withdraw_01,,,0
8d41a164-2667-4df4-91ed-3da224b8c63a,Focused Rage,凝聚之怒,"The first time you fall below half Health each fight, your items gain +50% Crit Chance for the fight.",每场战斗己方生命值首次降至一半时，己方物品暴击率提高+50%（限本场战斗）。,Medium / 中型,Diamond / 钻石,Diamond,Vanessa / 凡妮莎,,Crit / 暴击,Icon_Skill_FocusedRage.png,,,0
b0b38699-beb0-4012-b4f0-bc424f4ba787,Prime Real Estate,优质房产,"When you use a Property, adjacent items gain 5/10/15% Crit Chance for the fight.",使用地产时，相邻物品暴击率提高5/10/15%（限本场战斗）。,Medium / 中型,Silver / 白银,Silver/Gold/Diamond,Pygmalien / 皮格马利翁,Property / 地产,Crit / 暴击,Icon_Skill_PrimeRealEstate.png,,,0
5e193004-5e5f-4166-96a0-9a51a3ef8443,Flanking Shield,,"The first time you use a Large item each fight, adjacent Shield items gain 15/30/50 Shield for the fight.",[未翻译],Medium / 中型,Silver / 白银,Silver/Gold/Diamond,Pygmalien / 皮格马利翁 | Dooley / 杜利 | Stelle / 斯黛拉,,ShieldRef / 护盾引用,Icon_Skill_FlankingShield.png,,,0
52492df1-d2da-4784-ad59-2afb05802684,Balanced Workout,,You have +50/150/300/500 Max Health for each Medium item you have. [50/150/300/500],[未翻译],Medium / 中型,Bronze / 青铜,Bronze/Silver/Gold/Diamond,Pygmalien / 皮格马利翁 | Vanessa / 凡妮莎 | Dooley / 杜利 | Jules / 朱尔斯 | Stelle / 斯黛拉 | Mak / 马克,,Health / 生命值,Icon_Skill_BalanceWorkout.png,,,0
e41f6a66-9257-45c3-b249-9f9ef0f93f3e,Venomous Blade,毒刃,"The first 4/8 times you use a Weapon each fight, Charge a Poison item 1 second(s).",每场战斗前4/8次使用武器时，为一件剧毒物品充能1秒。,Medium / 中型,Gold / 黄金,Gold/Diamond,Vanessa / 凡妮莎 | Mak / 马克 | Dooley / 杜利,Weapon / 武器,Charge / 充能 | PoisonRef / 剧毒引用 | DamageRef / 伤害引用,Icon_Skill_VenomousBlade.png,,,0
f75b8938-1dbb-45c4-8bca-f3f06e7568cc,Inspirational Cooking,灵感料理,Your Food items have +10/15/20% Crit Chance.,食物物品+10/15/20%暴击率。,Medium / 中型,Silver / 白银,Silver/Gold/Diamond,Jules / 朱尔斯,,Crit / 暴击,Icon_Skill_JUL_InspirationalCooking,,,0
d179345d-953d-4c59-a324-5c2504951644,Emergency Draught,应急治疗,"The first time you fall below half Health each fight, gain 1/2 times your Regen for the fight. [0]",每场战斗己方生命值首次降至一半时，生命再生量提高1/2倍（限本场战斗）。[0],Medium / 中型,Gold / 黄金,Gold/Diamond,Mak / 马克 | Jules / 朱尔斯,,Regen / 再生,Icon_Skill_EmergencyDraught.png,,,0
b5160cb5-5d92-420b-8883-b67e701b5e5f,Righty Tighty,右手紧握,"The first 3/6/9 times you use your rightmost item each fight, Charge a Slow item 1 second(s).",每场战斗前3/6/9次使用最右侧物品时，为一件减速物品充能1秒。,Medium / 中型,Silver / 白银,Silver/Gold/Diamond,Dooley / 杜利 | Mak / 马克 | Vanessa / 凡妮莎 | Jules / 朱尔斯,,SlowRef / 减速引用 | Charge / 充能,Icon_Skill_RightyTighty.png,,,0
9720fe19-9848-4520-ae94-e19e27b9c30f,Aerial Assault,空中突袭,"When your items start Flying, Charge a Weapon 1 second.",有物品开始飞行时，为一件武器充能1秒。,Medium / 中型,Diamond / 钻石,Diamond,Common / 通用,Weapon / 武器,FlyingRef / 飞行引用 | Charge / 充能 | DamageRef / 伤害引用,Icon_Skill_MON_AerialAssault.png,,,0
d31c4499-c05a-4d7b-8571-a19e102c3169,Improved Toxins,毒素增效,Your Poison items have +1/2/3/4 Poison.,剧毒物品+1/2/3/4剧毒。,Medium / 中型,Bronze / 青铜,Bronze/Silver/Gold/Diamond,Vanessa / 凡妮莎 | Dooley / 杜利 | Mak / 马克,,PoisonRef / 剧毒引用,Icon_Skill_ImprovedToxins.png,,,0
ae686d2c-fce1-401a-8c65-f34fedcce740,Line Cook,炉头厨师,"The first time you use a Tool each fight, Charge  Food for 1 second.",每场战斗首次使用工具时，为件食物充能1秒。,Medium / 中型,Silver / 白银,Silver/Gold/Diamond,Jules / 朱尔斯,Tool / 工具 | Food / 食物,Charge / 充能,Icon_Skill_JUL_LineCook,,,0
a6cc6854-91aa-4a30-9936-33db1cf16119,Firepower,火力强化,"When you use a Core, adjacent Weapons gain 10/20/30 Damage for the fight.",使用核心时，相邻武器伤害提高10/20/30（限本场战斗）。,Medium / 中型,Silver / 白银,Silver/Gold/Diamond,Dooley / 杜利,Core / 核心,DamageRef / 伤害引用,Icon_Skill_DOO_Firepower.png,,,0
178d4272-35c7-4d10-9deb-58d074d2cbea,Jack of All Trades,全能手,"The first 5/10 times you use an item each fight, Charge an item from another hero 1 second(s).",每场战斗前5/10次使用物品时，为另一位英雄的一件物品充能1秒。,Medium / 中型,Gold / 黄金,Gold/Diamond,Common / 通用,,Charge / 充能,Icon_Skill_MON_JackofAllTrades,,,0
571b3909-e04c-454f-86ae-61cc46ea3066,Calming Heals,抚慰疗愈,"The first 4/8 times you Slow each fight, Charge a Heal or Regen item 1 second(s).",每场战斗前4/8次触发减速时，为一件治疗或生命再生物品充能1秒。,Medium / 中型,Gold / 黄金,Gold/Diamond,Pygmalien / 皮格马利翁 | Mak / 马克 | Jules / 朱尔斯,,Charge / 充能 | HealRef / 治疗引用 | SlowRef / 减速引用 | RegenRef / 再生引用,Icon_Skill_TraumaKit.png,,,0
318e27ee-611e-4e8b-bf3b-ae9982494453,The Best Defense,以攻为守,"When you use a Weapon, Weapons adjacent to it gain +3/6/9 Damage for the fight.",使用武器时，其相邻武器伤害提高+3/6/9（限本场战斗）。,Medium / 中型,Silver / 白银,Silver/Gold/Diamond,Vanessa / 凡妮莎,Weapon / 武器,DamageRef / 伤害引用,Icon_Skill_TheBestDefence.png,,,0
778da878-7748-4782-b348-d5e8df792882,Food Coma,饭困,"When you use a Food, Slow it for 1 second and gain 3/6 Regen for the fight.",使用食物时，令其减速1秒，并令生命再生量提高3/6（限本场战斗）。,Medium / 中型,Gold / 黄金,Gold/Diamond,Jules / 朱尔斯,Food / 食物,Slow / 减速 | Regen / 再生,Icon_Skill_JUL_FoodComa,,,0
fcb51ffd-6d25-4e74-871a-7dc0de2bae91,Sparring Partner,格斗训练搭档,"When you would be defeated, Cleanse all Burn and Poison, double your Max Health and Heal to full. In addition, an enemy gains 1 Gold.",濒临落败时，净化所有灼烧与剧毒效果，使最大生命值翻倍，并治疗至生命值全满。此外，敌人获得1金币。,Medium / 中型,Legendary / 传奇,Diamond/Legendary,Common / 通用,,,Icon_Skill_MON_MoneyMachine.png,,,0
3d75530d-ebad-46fa-a0da-04df6cdb9e5a,Reinforced Steel,强化钢,"When you use a Property, your Weapons gain +5/10/15 Damage and your Shield items gain +5/10/15 Shield for the fight.",使用地产时，己方武器伤害提高+5/10/15、护盾物品的护盾值提高+5/10/15（限本场战斗）。,Medium / 中型,Silver / 白银,Silver/Gold/Diamond,Pygmalien / 皮格马利翁,Property / 地产,DamageRef / 伤害引用 | ShieldRef / 护盾引用,Icon_Skill_PYG_ReinforcedSteel.png,,,0
de35c728-b2e6-4cf8-82a2-2a1a41d782fe,Scramble Fighters,紧急起飞,"The first time you use an item each fight,  item(s) start Flying. | Your Flying Weapons have +20/30/40 Damage.",每场战斗首次使用物品时，件物品开始飞行。 | 飞行武器+20/30/40伤害。,Medium / 中型,Silver / 白银,Silver/Gold/Diamond,Common / 通用,Weapon / 武器,Flying / 飞行 | DamageRef / 伤害引用,Icon_Skill_ScrambleFighters,,,0
bb534d6b-4e7e-4f77-950f-8a27e4eb038e,Cherished Keepsake,珍藏宝物,Your leftmost item is a Relic,最左侧物品视为遗物,Medium / 中型,Diamond / 钻石,Diamond,Mak / 马克,Relic / 神器,,Icon_Skill_MAK_CherishedKeepsake,,,0
1798b189-818a-456d-b7c5-efddf8da15c2,Repair Mechanic,修复技师,"The first 1/2 times one of your items is destroyed each fight, repair it.",每场战斗中，己方物品前1/2次被摧毁时将其修复。,Medium / 中型,Gold / 黄金,Gold/Diamond,Stelle / 斯黛拉 | Dooley / 杜利 | Pygmalien / 皮格马利翁 | Jules / 朱尔斯 | Mak / 马克 | Vanessa / 凡妮莎,,,Icon_Skill_STE_MasterMechanic,,,0
71d7c241-d0f1-4153-a628-f618526fce4b,Experimental Chef,实验流大厨,"At the start of each fight, enchant one of your non-Enchanted Food and one of your non-Enchanted Tools for the fight.",每场战斗开始时，为一件未附魔的食物和一件未附魔的工具附魔（限本场战斗）。,Medium / 中型,Diamond / 钻石,Diamond,Jules / 朱尔斯,Food / 食物 | Tool / 工具,,Icon_Skill_JUL_ExperimentalChef,,,0
b67ef429-b97c-4e43-9332-2aea1d82db10,Precision Tools,精密工具,"When one of your Tools are Hasted, your Tools gain +5/10/15 Damage for the fight.",你的一件工具加速时，己方工具伤害提高+5/10/15（限本场战斗）。,Medium / 中型,Silver / 白银,Silver/Gold/Diamond,Common / 通用,Tool / 工具,HasteRef / 加速引用 | DamageRef / 伤害引用,Icon_Skill_MON_PrecisionTools,,,0
529f2133-0d39-4827-9788-2b90c5356b7e,Moth to a Flame,扑火飞蛾,You have +Regen equal to half the Burn on an enemy.,生命再生量提高，增幅等于一位敌人灼烧的一半。,Medium / 中型,Diamond / 钻石,Diamond,Vanessa / 凡妮莎 | Dooley / 杜利 | Jules / 朱尔斯 | Mak / 马克,,Regen / 再生 | BurnRef / 灼烧引用,Icon_Skill_MothtoaFlame.png,,,0
6f64c35a-0005-4cbd-8734-867e7a2b5248,Master Diver,潜水大师,Your leftmost item is Aquatic.,最左侧物品视为水系。,Medium / 中型,Diamond / 钻石,Diamond,Vanessa / 凡妮莎,Aquatic / 水生,,Icon_Skill_VAN_MasterDiver,,,0
18cd63c6-6235-45f5-b4e9-74f19fcf9edc,Tool Fight,工具斗法,"The first time your enemy uses an item each fight,  of your Tools starts Flying.",每场战斗中敌人首次使用物品时，令件己方工具开始飞行。,Medium / 中型,Silver / 白银,Silver/Gold/Diamond,Stelle / 斯黛拉,Tool / 工具,Flying / 飞行,Icon_Skill_STE_ToolFight,,,0
c2e26fae-a435-44ff-8613-8977247ee972,Intrusion Countermeasures,反侵入协议,"The first time you fall below half Health in a fight, use your Friends.",每场战斗己方生命值首次降至一半时，自动使用伙伴。,Medium / 中型,Diamond / 钻石,Diamond,Dooley / 杜利,Friend / 伙伴,,Icon_Skill_DOO_IntrusionCountermeasures.png,,,0
e21930e9-942f-435a-9384-a17042a87e18,Delayed Burn,,Your Slowest Burn item has +5 Burn.,[未翻译],Medium / 中型,Bronze / 青铜,Bronze/Silver/Gold/Diamond,Vanessa / 凡妮莎 | Dooley / 杜利 | Jules / 朱尔斯 | Stelle / 斯黛拉 | Mak / 马克,,BurnRef / 灼烧引用,Icon_Skill_Placeholder.png,,,0
8c9cdd4e-d494-42d9-918a-bf994fdecf3e,Small Gains,,You have +25/75/150/250 Max Health for each Small item you have. [25/75/150/250],[未翻译],Medium / 中型,Bronze / 青铜,Bronze/Silver/Gold/Diamond,Pygmalien / 皮格马利翁 | Vanessa / 凡妮莎 | Dooley / 杜利 | Jules / 朱尔斯 | Stelle / 斯黛拉 | Mak / 马克,,Health / 生命值,Icon_Skill_SmallGains.png,,,0
07fbd5ab-c52a-42d8-801d-8992c44714de,Standardized Toxins,,Your Medium Poison items have +2/4/6/8 Poison.,[未翻译],Medium / 中型,Bronze / 青铜,Bronze/Silver/Gold/Diamond,Vanessa / 凡妮莎 | Dooley / 杜利 | Mak / 马克,,PoisonRef / 剧毒引用,Icon_Skill_StandadizedPoison.png,,,0
3618e79d-de41-4c92-9ea5-55d1f79b8330,Emergency Landing,紧急着陆,"The first time you fall below half Health each fight, Heal 5% of your Max Health for each of your Flying items, then your items stop Flying.",每场战斗己方生命值首次降至一半时，每拥有一件飞行物品，就获得治疗，所恢复生命值等量于最大生命值的5%，随后己方物品停止飞行。,Medium / 中型,Diamond / 钻石,Diamond,Stelle / 斯黛拉,,FlyingRef / 飞行引用 | Health / 生命值,Icon_Skill_STE_EmergencyLanding,,,0
8aa651d1-635f-4053-97cd-5ab0136156f6,Long-term Investments,长期投资,Your items with value over 10 have their cooldowns reduced by 5/10%.,价值超过10的物品，冷却时间缩短5/10%。,Medium / 中型,Gold / 黄金,Gold/Diamond,Pygmalien / 皮格马利翁,,Cooldown / 冷却 | EconomyRef / 经济引用,Icon_Skill_Pyg_ShortTermInvestments,,,0
76e1e841-8b6c-4871-a077-b17f4806675d,Heated Shells,高温弹壳,"The first 4/8/12 times you use an ammo item each fight, Burn 5.",每场战斗前4/8/12次使用弹药物品时，造成5灼烧。,Medium / 中型,Silver / 白银,Silver/Gold/Diamond,Vanessa / 凡妮莎 | Mak / 马克,,Burn / 灼烧 | Ammo / 弹药,Icon_Skill_HeatedShells.png,,,0
9d7c0a60-c957-4513-81d8-2ba957b58fb1,Poisonous Opener,剧毒喷溅,"The first time you use a Large item each fight, Poison 20/40/60.",每场战斗首次使用大型物品时，造成20/40/60剧毒。,Medium / 中型,Silver / 白银,Silver/Gold/Diamond,Vanessa / 凡妮莎 | Dooley / 杜利 | Mak / 马克,,Poison / 剧毒,Icon_Skill_PoisonousOpener.png,,,0
8509674b-3c4b-4250-9bb4-666ef7402654,Alchemical Precision,化学精准,Your Potions' Cooldowns are reduced by 1000 second.,药水的冷却时间缩短1000秒。,Medium / 中型,Diamond / 钻石,Diamond,Mak / 马克,Potion / 药水,PotionRef / 药水引用 | Cooldown / 冷却,Icon_Skill_MAK_AlchemicalPrecision,,,0
d2a0ff45-b7bc-4a3a-9deb-8a7f9ef802f9,Pure Imagination,纯粹想象,Your rightmost item is a Toy.,最右侧的物品视为玩具。,Medium / 中型,Diamond / 钻石,Diamond,Pygmalien / 皮格马利翁,Toy / 玩具,,Icon_Skill_PYG_PureImagination,,,0
fbbfbef7-8fe4-4ac0-81fa-09afb59e0fcc,Strength,力量,Your Weapons deal +10/15/20/25 Damage.,武器造成+10/15/20/25伤害。,Medium / 中型,Bronze / 青铜,Bronze/Silver/Gold/Diamond,Jules / 朱尔斯 | Stelle / 斯黛拉 | Mak / 马克 | Dooley / 杜利 | Vanessa / 凡妮莎 | Pygmalien / 皮格马利翁,Weapon / 武器,DamageRef / 伤害引用,Icon_Skill_Strenght.png,,,0
d4471fb1-a60b-4f64-9c60-ae0e8c930306,Pacifist,和平主义者,"If you have no Weapons, your items' Cooldowns are reduced by 5/10%.",如果没有武器，那么物品的冷却时间缩短5/10%。,Medium / 中型,Gold / 黄金,Gold/Diamond,Pygmalien / 皮格马利翁 | Mak / 马克,,Cooldown / 冷却,Icon_Skill_Minimalist.png,,,0
a59bc243-7c8b-447a-8ab7-968f662b1c50,Waters of Infinity,无尽水源,You have +10/20/40 Regen for each non-Weapon item you have. [0],每拥有一件非武器物品，就+10/20/40生命再生量。[0],Medium / 中型,Silver / 白银,Silver/Gold/Diamond,Common / 通用,,Regen / 再生,Icon_Skill_MON_WatersofInfinity.png,,,0
994de267-673b-4838-9302-1b3b47ab0934,Boar Market,野猪交易所,Your leftmost and rightmost Weapons have +Damage equal to 1/2 times their value.,最左侧与最右侧武器都 + 伤害，增幅等于各自价值的1/2倍。,Medium / 中型,Gold / 黄金,Gold/Diamond,Pygmalien / 皮格马利翁,Weapon / 武器,DamageRef / 伤害引用 | EconomyRef / 经济引用,Icon_Skill_PYG_BoarMarket.png,,,0
08b801ea-e721-42a9-82e3-56ff3892c49c,Deadly Waters,致命水域,Your Aquatic Weapons deal +20/25/30/35 Damage.,水系武器造成+20/25/30/35伤害。,Medium / 中型,Bronze / 青铜,Bronze/Silver/Gold/Diamond,Vanessa / 凡妮莎,Aquatic / 水生,DamageRef / 伤害引用,Icon_Skill_VAN_DeadlyWaters,,,0
4fda14aa-365f-478f-8a27-b9b53c97c56a,Mixed Message,混乱讯息,"The first 3/6 times you use a non-Weapon item each fight, Charge a Weapon 1 second(s).",每场战斗前3/6次使用非武器物品时，为一件武器充能1秒。,Medium / 中型,Gold / 黄金,Gold/Diamond,Vanessa / 凡妮莎 | Dooley / 杜利 | Jules / 朱尔斯 | Stelle / 斯黛拉 | Mak / 马克 | Pygmalien / 皮格马利翁,Weapon / 武器,Charge / 充能 | DamageRef / 伤害引用,Icon_Skill_MixedMessage.png,,,0
a885b513-3fe3-4795-a10e-c2e4f6b5f1f6,Parting Shot,诀别一击,"When you use an item with Ammo, it gains +10/15% Crit Chance for the fight.",使用有弹药的武器时，此物品暴击率提高+10/15%（限本场战斗）。,Medium / 中型,Gold / 黄金,Gold/Diamond,Vanessa / 凡妮莎,,Crit / 暴击 | AmmoRef / 弹药引用,Icon_Skill_VAN_PartingShot.png,,,0
fe8e65e6-69c7-4e1e-b92f-b23af65cb819,Quick Protection,,Your fastest Shield item has +4/12/24/40 Shield.,[未翻译],Medium / 中型,Bronze / 青铜,Bronze/Silver/Gold/Diamond,Pygmalien / 皮格马利翁 | Vanessa / 凡妮莎 | Dooley / 杜利 | Jules / 朱尔斯 | Stelle / 斯黛拉,,ShieldRef / 护盾引用,Icon_Skill_RapidProtection.png,,,0
570a7c19-0dab-459f-b545-6ade12a69312,Toxic Friendship,恶毒友谊,"When you use a Friend, Poison 2/4.",使用伙伴时，造成2/4剧毒。,Medium / 中型,Gold / 黄金,Gold/Diamond,Common / 通用,Friend / 伙伴,Poison / 剧毒,Icon_SKILL_MON_ToxicFriendship.png,,,0
2b081d19-8f82-44fd-b6d2-0daeaf97a85e,Frontline Logistics,前线勤务,"When you use an Ammo item, your Weapons gain +2/4/6 Damage for the fight.",使用弹药物品时，己方武器伤害提高+2/4/6（限本场战斗）。,Medium / 中型,Silver / 白银,Silver/Gold/Diamond,Vanessa / 凡妮莎,Weapon / 武器,AmmoRef / 弹药引用 | DamageRef / 伤害引用,Icon_Skill_FrontlineLogistics,,,0
69336595-1135-4e17-8192-247e0478d020,Lefty Loosey,左侧连动,"The first 5/10 times you use your leftmost item each fight, Haste an item for 1 second(s).",每场战斗前5/10次使用最左侧物品时，加速一件物品1秒。,Medium / 中型,Gold / 黄金,Gold/Diamond,Dooley / 杜利 | Jules / 朱尔斯 | Vanessa / 凡妮莎 | Mak / 马克 | Pygmalien / 皮格马利翁 | Stelle / 斯黛拉,,Haste / 加速,Icon_Skill_STE_LeftyLoosey.png,,,0
3c9eefb8-f348-486b-9ec2-a4920f71bee4,Well-Oiled Machine,上油机械,"When you use a Core, reduce an item's Cooldown by 5% for the fight.",使用核心时，使一件物品的冷却时间缩短5%（限本场战斗）。,Medium / 中型,Diamond / 钻石,Diamond,Dooley / 杜利,Core / 核心,DamageRef / 伤害引用,Icon_Skill_DOO_WellOiledMachine.png,,,0
721fa7ca-3451-4bbd-ac17-ffcff4a31ac6,Healthy Jolt,活力冲击,"The first time you Over-Heal each fight, Haste your items for 1/2/3 second(s).",每场战斗首次过量治疗时，加速己方物品1/2/3秒。,Medium / 中型,Silver / 白银,Silver/Gold/Diamond,Pygmalien / 皮格马利翁 | Vanessa / 凡妮莎,,HealRef / 治疗引用 | Haste / 加速,Icon_Skill_QuickHeal.png,,,0
f08ab88b-c40e-4f4e-9419-e7501f9224ec,Paralytic Poison,麻痹剧毒,"The first time you Poison each fight, Freeze an item for 2/3/4 second(s).",每场战斗首次触发剧毒时，冻结一件物品2/3/4秒。,Medium / 中型,Silver / 白银,Silver/Gold/Diamond,Dooley / 杜利 | Vanessa / 凡妮莎 | Mak / 马克,,PoisonRef / 剧毒引用 | Freeze / 冻结,Icon_Skill_ParalyticPoison.png,,,0
870ed8e7-9c1f-4be0-b84c-00ebcf475a74,Cosmic Wind,宇宙风,"When you Haste, a Weapon gains +5/10/15/20 Damage for the fight.",触发加速时，一件武器伤害提高+5/10/15/20（限本场战斗）。,Medium / 中型,Bronze / 青铜,Bronze/Silver/Gold/Diamond,Common / 通用,Weapon / 武器,HasteRef / 加速引用 | DamageRef / 伤害引用,Icon_Skill_MON_Skyfall_01.png,,,0
