ID,英文名,中文名,类型,尺寸,初始等级,可用等级,英雄,标签,效果类型(HiddenTags),冷却(ms),伤害,治疗,护盾,购买价格,出售价格,技能1(英),技能1(中),技能2(英),技能2(中),技能3(英),技能3(中),Golden(黄金),Heavy(沉重),Icy(寒冰),Turbo(疾速),Shielded(护盾),Restorative(回复),Toxic(毒素),Fiery(炽焰),Shiny(闪亮),Deadly(致命),Radiant(辉耀),Obsidian(黑曜石)
d903dda8-9c30-4325-a727-c885ad972025,Crook,铁钩,Item / 物品,Medium / 中型,Silver / 白银,Silver/Gold/Diamond,Pygmalien / 皮格马利翁,Tool / 工具 | Weapon / 武器,Damage / 伤害,6000,16,0,0,0,0,Deal 16 Damage,造成16伤害,Your Medium Weapons have +8/16/24 Damage for each Medium item you have. [0],每拥有一件中型物品，己方中型武器就+8/16/24伤害。[0],,,此物品的价值翻倍。,减速2件物品2秒,冻结一件物品1秒,加速2件物品2秒,获得护盾，等量于此物品伤害量,获得治疗，等量于此物品伤害,造成剧毒，等量于此物品伤害的5%,造成灼烧，等量于此物品伤害的5%,此物品+1多重触发。,每持有一件中型物品，己方物品+10%暴击率。,此物品免疫冻结、减速和摧毁。,此物品的伤害翻倍。
9a7d5711-930a-4815-86cc-4e357680730c,Lion Cane,狮首手杖,Item / 物品,Medium / 中型,Gold / 黄金,Gold/Diamond,Pygmalien / 皮格马利翁,Weapon / 武器,Damage / 伤害 | Health / 生命值 | Level,7000,0,0,0,0,0,Deal Damage equal to 10/20% of your Max Health,造成伤害，等量于最大生命值的10/20%,"When you Level Up, gain 100/200 Max Health.",等级提升时，最大生命值提高100/200。,,,此物品的价值翻倍。,减速2件物品2秒,冻结一件物品1秒,加速2件物品2秒,获得护盾，等量于此物品伤害量,获得治疗，等量于此物品伤害,造成剧毒，等量于此物品伤害的5%,造成灼烧，等量于此物品伤害的5%,此物品+1多重触发。,此物品+50%暴击率。,此物品免疫冻结、减速和摧毁。,此物品的伤害翻倍。
16667da1-b904-4a3f-a1b5-a18fe4e6705a,Oven,烤箱,Item / 物品,Large / 大型,Diamond / 钻石,Diamond,Jules / 朱尔斯,Tool / 工具,,6000,0,0,0,0,0,Your Food gain Heated for 4 seconds.,食物获得高温状态，持续4秒。,Your other Heated items have +1 Multicast.,其他高温物品+1多重触发。,,,此物品的价值翻倍。,使用高温物品时，减速一件物品1秒。,使用高温物品时，冻结一件物品500秒。,使用高温物品时，加速一件物品1秒。,使用高温物品时，获得30护盾。,使用高温物品时，获得30治疗。,使用高温物品时，造成3剧毒。,使用高温物品时，造成3灼烧。,此物品的多重触发加成翻倍。,高温物品暴击率+50%。,高温物品受到的冻结和减速效果时长减半。,使用高温物品时，造成30伤害。
02f42044-50df-4c3a-abbd-942903953b79,VIP Pass,VIP 通行证,Item / 物品,Small / 小型,Silver / 白银,Silver/Gold/Diamond,Pygmalien / 皮格马利翁,,Haste / 加速 | Value / 价值 | EconomyRef / 经济引用,5000,0,0,0,0,0,Haste adjacent Properties for 2 second(s),加速相邻地产2秒,"When you use an adjacent Property, increase its value and this item's value by 4/6/8 for the fight.",使用相邻地产时，相邻地产和此物品的价值均提升4/6/8（限本场战斗）。,,,此物品的价值增益翻倍。,减速一件物品2秒,冻结一件物品500秒,此物品的加速持续时间翻倍。,获得80护盾,治疗80生命值,造成8剧毒,造成8灼烧,此物品+1多重触发。,相邻地产+15%暴击率。,此物品免疫冻结、减速和摧毁。,造成80伤害
461e9a8d-331b-46a2-b604-6b04312b3214,Lightning Butterfly,闪电蝴蝶,Item / 物品,Small / 小型,Silver / 白银,Silver/Gold/Diamond,Stelle / 斯黛尔,Weapon / 武器 | Tech / 科技 | Friend / 伙伴 | Drone,Damage / 伤害 | Flying / 飞行 | FlyingRef / 飞行引用,5000,5,0,0,0,0,Deal 5 Damage,造成5伤害,Your Flying Weapons gain +10/15/20 Damage for the fight,飞行武器伤害提高+10/15/20（限本场战斗）,"At the start of each fight, this starts Flying.",每场战斗开始时，此物品开始飞行。,此物品的价值翻倍。,减速一件物品2秒,冻结一件物品1秒,加速一件物品2秒,获得护盾，等量于此物品伤害量,获得治疗，等量于此物品伤害,造成剧毒，等量于此物品伤害的5%,造成灼烧，等量于此物品伤害的5%,此物品+1多重触发。,此物品+50%暴击率。,此物品免疫冻结、减速和摧毁。,此物品的伤害翻倍。
c926fac8-f9ba-4430-a01a-a71a32c501c7,ATM,自动取款机,Item / 物品,Medium / 中型,Bronze / 青铜,Bronze/Silver/Gold/Diamond,Pygmalien / 皮格马利翁,Property / 地产 | Tech / 科技,Income / 收入 | EconomyRef / 经济引用 | Shield / 护盾,3000,0,0,0,0,0,Shield equal to 2/4/6/8 times your Income,获得护盾，等量于收入的2/4/6/8倍,"When you buy this, gain +1/2/3/4 Income.",购买此物品时，收入提高+1/2/3/4。,,,此物品的收入加成翻倍。,减速2件物品1秒,冻结一件物品1秒,加速2件物品1秒,此物品的护盾值翻倍。,获得治疗，等量于此物品护盾值,造成剧毒，等量于此物品护盾值的5%,造成灼烧，等量于此物品护盾值的5%,此物品+1多重触发。,此物品+50%暴击率。,此物品免疫冻结、减速和摧毁。,造成伤害，等量于此物品护盾
d4c0cf1e-7856-4e40-877f-c77b34f596ed,RED-F1R3FLY,机械红焰萤,Item / 物品,Small / 小型,Bronze / 青铜,Bronze/Silver/Gold/Diamond,Dooley / 杜利,Friend / 伙伴,Burn / 灼烧 | HasteRef / 加速引用 | SlowRef / 减速引用,8000,0,0,0,0,0,Burn 6/8/10/12,造成6/8/10/12灼烧,"When an adjacent item Hastes or Slows, Charge this 1 second(s).",相邻物品加速或减速时，为此物品充能1秒。,,,此物品的价值翻倍。,减速一件物品1秒,冻结一件物品500秒,加速一件物品1秒,获得护盾，等量于此物品灼烧的5倍,获得治疗，等量于此物品灼烧的5倍,造成剧毒，等量于此物品灼烧,此物品的灼烧翻倍。,此物品+1多重触发。,此物品+50%暴击率。,此物品免疫冻结、减速和摧毁。,造成伤害，等量于此物品灼烧的5倍
2fdde51e-5bf5-4136-b86f-3f83053cbf25,Vineyard,葡萄园,Item / 物品,Large / 大型,Silver / 白银,Silver/Gold/Diamond,Pygmalien / 皮格马利翁,Property / 地产,Heal / 治疗 | EconomyRef / 经济引用 | Value / 价值,5000,0,200,0,0,0,Heal 200,治疗200生命值,Your Heal items have +Heal equal to this item's value.,治疗物品 + 治疗量，增幅等于此物品价值。,You have +Regen equal to this item's value.,生命再生量提高，增幅等于此物品价值。,,减速3件物品1秒,冻结2件物品1秒,加速3件物品1秒,获得护盾，等量于此物品治疗量,此物品的治疗量翻倍。,造成剧毒，等量于此物品治疗量的5%,造成灼烧，等量于此物品治疗量的5%,此物品+1多重触发。,此物品+50%暴击率。,此物品免疫冻结、减速和摧毁。,造成伤害，等量于此物品治疗量
31dfbc9c-1231-4781-a0a9-a7e3cd458fa8,Paper Airplane,纸飞机,Item / 物品,Small / 小型,Silver / 白银,Silver/Gold/Diamond,Stelle / 斯黛尔,Vehicle / 载具 | Toy / 玩具,FlyingRef / 飞行引用,4000,0,0,0,0,0,This starts or stops Flying,此物品开始或停止飞行,,,,,此物品的价值翻倍。,减速一件物品1秒,冻结一件物品500秒,加速一件物品1秒,获得10护盾,治疗10生命值,造成1剧毒,造成1灼烧,此物品+1多重触发。,一件物品暴击率提高+20%（限本场战斗）,此物品免疫冻结、减速和摧毁。,造成10伤害
3b1e3858-93d4-45c8-892b-b66aec1b14a9,Luxury Tents,豪华帐篷,Item / 物品,Large / 大型,Gold / 黄金,Gold/Diamond,Pygmalien / 皮格马利翁,Property / 地产,Heal / 治疗 | HealthRef / 生命值引用,0,0,0,0,0,0,"The first time you would be defeated each fight, Heal for 10/20% of your Max Health.",每场战斗即将首次落败时，获得治疗，等量于最大生命值的10/20%。,Your Heal items have +1 Multicast.,治疗物品+1多重触发。,,,此物品的价值翻倍。,每场战斗即将首次落败时，减速所有敌方物品4秒。,每场战斗即将首次落败时，冻结3件敌人物品4秒。,每场战斗即将首次落败时，加速所有己方物品4秒。,每场战斗即将首次落败时，获得护盾，等量于最大生命值的25%。,此物品的治疗量翻倍。,每场战斗即将首次落败时，造成50剧毒。,每场战斗即将首次落败时，造成50灼烧。,此物品的多重触发加成翻倍。,每场战斗即将首次落败时，己方物品暴击率提高+50%（限本场战斗）。,治疗物品受到的冻结和减速效果时长减半。,每场战斗即将首次落败时，造成伤害，等量于最大生命值的25%。
4ddb3806-a5ee-4cfd-985f-19f184580ade,Small Package,,Item / 物品,Small / 小型,Bronze / 青铜,Bronze/Silver/Gold/Diamond,Common / 通用,,,6000,0,0,0,0,0,This is a Small item Template,[未翻译],,,,,此物品的价值翻倍。,减速一件物品2秒,冻结一件物品1秒,加速一件物品2秒,获得30护盾,治疗30生命值,造成3剧毒,造成3灼烧,此物品+1多重触发。,此物品+50%暴击率。,此物品免疫冻结、减速和摧毁。,造成30伤害
30383ce6-b9f8-45b0-9bef-f1bb1f9a4645,Cutting Board,切菜板,Item / 物品,Medium / 中型,Silver / 白银,Silver/Gold/Diamond,Jules / 朱尔斯,Tool / 工具,,5000,0,0,0,0,0,Charge a Food 1 second.,为一件食物充能1秒。,"When you use an adjacent Weapon, it gains 10/20/30 Damage for the fight and Charge this 1 second.",使用相邻武器时，使其伤害提高10/20/30（限本场战斗），并为此物品充能1秒。,,,此物品的价值翻倍。,减速一件物品1秒,冻结一件物品500秒,加速一件物品1秒,获得30护盾,治疗30生命值,造成1剧毒,造成1灼烧,此物品+1多重触发。,食物的暴击率+30%。,此物品免疫冻结、减速和摧毁。,造成10伤害
01f6e150-ba23-429c-a43b-2508f63fc798,Myrrh,没药,Item / 物品,Small / 小型,Bronze / 青铜,Bronze/Silver/Gold/Diamond,Mak / 马克,Reagent / 试剂,Regen / 再生,6000,0,0,0,0,0,Gain 1/3/5/7 Regen for the fight,生命再生量提高1/3/5/7（限本场战斗）,"When this is transformed, Enchant it with Restorative if able.",此物品转化时，为其赋予回复附魔（如适用）。,,,此物品的价值翻倍。,减速一件物品3秒,冻结一件物品500秒,加速一件物品3秒,获得护盾，等量于此物品生命再生量的5倍,获得治疗，等量于此物品生命再生量的5倍,造成剧毒，等量于此物品生命再生量,造成灼烧，等量于此物品的生命再生量,此物品+1多重触发。,此物品+50%暴击率。,此物品免疫冻结、减速和摧毁。,造成伤害，等量于此物品生命再生的5倍
f4bef5b2-773b-44bf-84a0-67ae325604f7,Cleaver,华丽菜刀,Item / 物品,Small / 小型,Bronze / 青铜,Bronze/Silver/Gold/Diamond,Jules / 朱尔斯,Weapon / 武器 | Tool / 工具,Damage / 伤害,6000,10,0,0,0,0,Deal 10 Damage,造成10伤害,"When you use a Tool, this gains +5/10/15/20 Damage for the fight.",使用工具时，此物品伤害提高+5/10/15/20（限本场战斗）。,,,此物品的价值翻倍。,减速一件物品3秒,冻结一件物品500秒,加速一件物品3秒,获得护盾，等量于此物品伤害量,获得治疗，等量于此物品伤害,造成剧毒，等量于此物品伤害的5%,造成灼烧，等量于此物品伤害的5%,此物品+1多重触发。,此物品+50%暴击率。,此物品免疫冻结、减速和摧毁。,此物品的伤害翻倍。
14b297c5-db65-492d-aad7-9ffe101cae5f,Incendiary Rounds,燃烧子弹,Item / 物品,Small / 小型,Silver / 白银,Silver/Gold/Diamond,Vanessa / 瓦内莎,,Burn / 灼烧,0,0,0,0,0,0,"When you use an adjacent item, Burn 1/2/3.",使用相邻物品时，造成1/2/3灼烧。,,,,,此物品的价值翻倍。,使用相邻物品时，减速一件物品1秒。,使用相邻物品时，冻结一件物品500秒。,使用相邻物品时，使之加速1秒。,使用相邻物品时，获得护盾，等量于此物品灼烧的5倍。,使用相邻物品时，获得治疗，等量于此物品灼烧的5倍。,使用相邻物品时，造成剧毒，等量于此物品灼烧。,此物品的灼烧翻倍。,使用相邻物品时，造成{ability.0}灼烧。,相邻物品+30%暴击率。,相邻物品受到的冻结和减速效果时长减半。,使用相邻物品时，造成伤害，等量于此物品灼烧的5倍。
d8199e77-6687-4fe7-b6a7-2d3e34145bf3,Cloud Tanker,云端油轮,Item / 物品,Large / 大型,Silver / 白银,Silver/Gold/Diamond,Stelle / 斯黛尔,Vehicle / 载具,DamageRef / 伤害引用 | BurnRef / 灼烧引用 | Haste / 加速 | FlyingRef / 飞行引用,3000,0,0,0,0,0,Adjacent Weapons gain +20/40/60 Damage for the fight.,相邻武器伤害提高+20/40/60（限本场战斗）。,Adjacent Burn items gain +3/6/9 Burn for the fight.,相邻灼烧物品的灼烧提高+3/6/9（限本场战斗）。,"When a Flying Vehicle or Drone gains Damage or Burn during combat, Haste it 1 second(s).",飞行载具或无人机在战斗期间伤害或灼烧有所提高时，使之加速1秒。,此物品的价值翻倍。,减速2件物品1秒,冻结1件物品1秒,此物品的加速持续时间翻倍。,获得120护盾,治疗120生命值,造成12剧毒,此物品的灼烧加成翻倍。,此物品+1多重触发。,相邻物品暴击率提高25%（限本场战斗）。,此物品免疫冻结、减速和摧毁。,此物品的伤害加成翻倍。
b23c5988-7091-4b77-a7fb-134c0d0a3285,Honing Steel,淬锋钢,Item / 物品,Small / 小型,Bronze / 青铜,Bronze/Silver/Gold/Diamond,Vanessa / 瓦内莎,Tool / 工具,DamageRef / 伤害引用,4000,0,0,0,0,0,The Weapon to the right of this gains +6/12/18/24 Damage for the fight,此物品右侧的武器伤害提高+6/12/18/24（限本场战斗）,,,,,此物品的价值翻倍。,使用此物品右侧的武器时，减速一件物品1秒。,使用此物品右侧的武器时，冻结一件物品500秒。,使用此物品右侧的武器时，使之加速1秒。,使用此物品右侧的武器时，获得10护盾。,使用此物品右侧的武器时，获得10治疗。,使用此物品右侧的武器时，造成1剧毒。,使用此物品右侧的武器时，造成1灼烧。,此物品的伤害加成翻倍。,此物品右侧的武器+50%暴击率。,此物品右侧武器受到的冻结和减速效果时长减半。,此物品的伤害加成翻倍。
f049db80-1976-4767-8016-4680c8c56a9f,Badblocker,负能阻断目镜,Item / 物品,Small / 小型,Silver / 白银,Silver/Gold/Diamond,Pygmalien / 皮格马利翁,Tech / 科技 | Apparel / 服饰,Shield / 护盾,8000,0,0,20,0,0,Shield 20/40/60,获得20/40/60护盾,This has +1 Multicast for each item you have with value over 10.,每拥有一件价值超过10的物品，此物品就+1多重触发。,,,此物品的价值翻倍。,减速一件物品1秒,冻结一件物品500秒,加速一件物品1秒,此物品的护盾值翻倍。,获得治疗，等量于此物品护盾值,造成剧毒，等量于此物品护盾值的5%,造成灼烧，等量于此物品护盾值的5%,此物品+1多重触发。,此物品+50%暴击率。,此物品免疫冻结、减速和摧毁。,造成伤害，等量于此物品护盾
6546e26d-d3a2-4b57-96ca-357f4be5c375,Cold Room,冷冻间,Item / 物品,Medium / 中型,Silver / 白银,Silver/Gold/Diamond,Pygmalien / 皮格马利翁,Property / 地产,Freeze / 冻结 | Regen / 再生,6000,0,0,0,0,0,Freeze 1/2/3 item(s) for 1 second(s),冻结1/2/3件物品1秒,"When you Freeze, gain 2/5/8 Regen for the fight.",触发冻结时，生命再生量提高2/5/8（限本场战斗）。,"When you use an adjacent Property or Tool, Charge this 1 second(s).",使用相邻地产或工具时，为此物品充能1秒。,此物品的价值翻倍。,触发冻结时，减速一件物品1秒,此物品的冻结持续时间翻倍。,触发冻结时，加速一件物品1秒,触发冻结时，获得护盾，等量于此物品生命再生的5倍。,触发冻结时，获得治疗，等量于此物品生命再生量的5倍,触发冻结时，造成剧毒，等量于此物品的生命再生。,触发冻结时，造成灼烧，等量于此物品的生命再生。,此物品+1多重触发。,触发冻结时，己方物品暴击率提高+10%（限本场战斗）。,此物品免疫冻结、减速和摧毁。,触发冻结时，造成伤害，等量于此物品生命再生的5倍。
fcf57212-34e9-4049-b40c-751d18b1af40,Microwave,微波炉,Item / 物品,Medium / 中型,Bronze / 青铜,Bronze/Silver/Gold/Diamond,Jules / 朱尔斯,Tool / 工具,Haste / 加速,8000,0,0,0,0,0,Haste your Food for 2 seconds,加速食物2秒,Heated: This item's cooldown is reduced by 2 seconds.,高温时：此物品的冷却时间缩短2秒。,,,此物品的价值翻倍。,减速2件物品1秒,冻结一件物品1秒,此物品的加速持续时间翻倍。,获得75护盾,治疗75生命值,造成7剧毒,造成7灼烧,此物品+1多重触发。,食物物品+40%暴击率。,此物品免疫冻结、减速和摧毁。,造成75伤害
357d7a25-aae0-4d4f-9360-4ed1cc107962,Welding Torch,焊炬,Item / 物品,Medium / 中型,Silver / 白银,Silver/Gold/Diamond,Dooley / 杜利,Tool / 工具,Burn / 灼烧 | ShieldRef / 护盾引用,7000,0,0,0,0,0,Burn 4,造成4灼烧,This has +Burn equal to 20% of your Shield.,此物品 + 灼烧，增幅等于护盾值的20%。,,,此物品的价值翻倍。,减速2件物品2秒,冻结一件物品1秒,加速2件物品2秒,获得护盾，等量于此物品灼烧的5倍,获得治疗，等量于此物品灼烧的5倍,造成剧毒，等量于此物品灼烧,此物品的灼烧翻倍。,此物品+1多重触发。,此物品+50%暴击率。,此物品免疫冻结、减速和摧毁。,造成伤害，等量于此物品灼烧的5倍
26621cbf-809d-4522-ad24-34443af96f27,Golf Clubs,高尔夫球杆,Item / 物品,Medium / 中型,Bronze / 青铜,Bronze/Silver/Gold/Diamond,Pygmalien / 皮格马利翁,Weapon / 武器,Damage / 伤害 | HealRef / 治疗引用,6000,50,0,0,0,0,Deal 50 Damage,造成50伤害,"When you Heal, this gains 10/20/30/40 Damage for the fight.",触发治疗时，此物品伤害提高10/20/30/40（限本场战斗）。,,,此物品的价值翻倍。,减速2件物品2秒,冻结一件物品1秒,加速2件物品1秒,获得护盾，等量于此物品伤害量,获得治疗，等量于此物品伤害,造成剧毒，等量于此物品伤害的5%,造成灼烧，等量于此物品伤害的5%,此物品+1多重触发。,此物品+50%暴击率。,此物品免疫冻结、减速和摧毁。,此物品的伤害翻倍。
d5ad07b5-9b1e-4000-848e-503861851e2b,Tournament Arena,竞技场,Item / 物品,Large / 大型,Diamond / 钻石,Diamond,Pygmalien / 皮格马利翁,Property / 地产,,0,0,0,0,0,0,Your Toys have +1 Multicast.,玩具+1多重触发。,,,,,此物品的价值翻倍。,使用玩具时，减速一件物品1秒。,使用玩具时，冻结一件物品500秒。,使用玩具时，加速一件物品1秒。,使用玩具时，获得30护盾。,使用玩具时，获得30治疗。,使用玩具时，造成3剧毒。,使用玩具时，造成3灼烧。,此物品的多重触发加成翻倍。,玩具的暴击率+50%。,玩具受到的冻结和减速效果时长减半。,使用玩具时，造成30伤害。
6ba3778c-e760-44f3-b3b4-a4b4ca267cc2,Scrap,废料,Item / 物品,Small / 小型,Bronze / 青铜,Bronze/Silver/Gold/Diamond,Common / 通用,Loot / 战利品,ShieldRef / 护盾引用,0,0,0,0,0,0,"When you sell this, your leftmost Shield item gains +4/8/16/32 Shield.",出售此物品时，最左侧的护盾物品+4/8/16/32护盾。,,,,,,出售此物品时，最左侧的减速物品+200减速持续时间。,出售此物品时，最左侧的冻结物品+100冻结持续时间。,出售此物品时，最左侧的加速物品+200加速持续时间。,此物品的护盾加成翻倍。,出售此物品时，最左侧治疗物品的治疗量提高+10。,出售此物品时，最左侧剧毒物品的剧毒提高+1。,出售此物品时，最左侧灼烧物品的灼烧提高+1。,,出售此物品时，最左侧的物品暴击率提高2%。,,出售此物品时，最左侧的武器物品伤害提高+10。
30f2cdd1-6464-4133-a83e-6c4029e7a73f,Lowroller,平衡车,Item / 物品,Medium / 中型,Silver / 白银,Silver/Gold/Diamond,Stelle / 斯黛尔,Vehicle / 载具 | Tech / 科技,Haste / 加速,4000,0,0,0,0,0,Haste 1/2/3 item(s) for 1 second(s),加速1/2/3件物品1秒,This has +1 Multicast for each adjacent Tool.,每有一件相邻工具，此物品就+1多重触发。,,,此物品的价值翻倍。,减速一件物品1秒,冻结一件物品500秒,此物品的加速持续时间翻倍。,获得20护盾,治疗20生命值,造成2剧毒,造成2灼烧,此物品+1多重触发。,己方物品+25%暴击率。,此物品免疫冻结、减速和摧毁。,造成20伤害
5a4c4c98-d41e-43f8-aa39-a74847e2ff3c,Ledger,账本,Item / 物品,Medium / 中型,Silver / 白银,Silver/Gold/Diamond,Pygmalien / 皮格马利翁,,Value / 价值,0,0,0,0,0,0,"When you sell 10 items, adjacent items gain 3/5/7 value. [Items Sold: 0]",出售10件物品时，相邻物品价值提高3/5/7。[已出售物品数：0],,,,,出售数量要求减5。,使用相邻物品时，减速一件物品1秒。,使用相邻物品时，冻结一件物品500秒。,使用相邻物品时，加速一件物品1秒。,使用相邻物品时，获得20护盾。,使用相邻物品时，获得20治疗。,使用相邻物品时，造成2剧毒。,使用相邻物品时，造成2灼烧。,此物品的价值增益翻倍。,相邻物品+40%暴击率。,相邻物品受到的冻结和减速效果时长减半。,使用相邻物品时，造成20伤害。
d9b24744-c718-458e-b836-d61227ab5711,Gyro Gunsight,陀螺瞄准镜,Item / 物品,Small / 小型,Bronze / 青铜,Bronze/Silver/Gold/Diamond,Stelle / 斯黛尔,,DamageRef / 伤害引用 | FlyingRef / 飞行引用,0,0,0,0,0,0,"When one of your Weapons starts Flying, it gains +20/30/40/50 Damage for the fight.",任一武器开始飞行时，该武器伤害提高+20/30/40/50（限本场战斗）。,,,,,此物品的价值翻倍。,有武器开始飞行时，减速一件物品1秒。,有武器开始飞行时，冻结一件物品500秒。,有武器开始飞行时，加速一件物品1秒。,有武器开始飞行时，获得20护盾。,有武器开始飞行时，获得20治疗。,有武器开始飞行时，造成2剧毒。,有武器开始飞行时，造成2灼烧。,此物品的伤害加成翻倍。,飞行物品+30%暴击率。,此物品左侧物品受到的冻结和减速效果时长减半。,有武器开始飞行时，造成20伤害。
eaad7107-19ac-4f35-b1fb-9359ca33968d,Pizza Cutter,披萨切刀,Item / 物品,Small / 小型,Silver / 白银,Silver/Gold/Diamond,Jules / 朱尔斯,Weapon / 武器 | Tool / 工具,Damage / 伤害,5000,10,0,0,0,0,Deal 10 Damage,造成10伤害,"Charge the Food to the right of this 1 second, if that Food is Heated instead charge it 2 seconds.",为此物品右侧的食物充能1秒。如果食物高温，则为其充能2秒。,,,此物品的价值翻倍。,减速一件物品2秒,冻结一件物品500秒,加速一件物品2秒,获得护盾，等量于此物品伤害量,获得治疗，等量于此物品伤害,造成剧毒，等量于此物品伤害的5%,造成灼烧，等量于此物品伤害的5%,此物品+1多重触发。,此物品+50%暴击率。,此物品免疫冻结、减速和摧毁。,此物品的伤害翻倍。
c9a88c39-28e0-4618-907d-aec77f44d817,Arken's Ring,阿肯的戒指,Item / 物品,Small / 小型,Diamond / 钻石,Diamond,Common / 通用,Apparel / 服饰,,0,0,0,0,0,0,"When you sell this, recover 5 Prestige.",出售此物品时，恢复5声望。,,,,,,出售此物品时，最左侧的减速物品+200减速持续时间。,出售此物品时，最左侧的冻结物品+100冻结持续时间。,出售此物品时，最左侧的加速物品+200加速持续时间。,出售此物品时，最左侧的护盾物品+10护盾。,出售此物品时，最左侧治疗物品的治疗量提高+10。,出售此物品时，最左侧剧毒物品的剧毒提高+1。,出售此物品时，最左侧灼烧物品的灼烧提高+1。,,出售此物品时，最左侧的物品暴击率提高2%。,,出售此物品时，最左侧的武器伤害提高+10。
d24d6805-6fed-4261-9e75-5cce64c03923,Toaster,吐司机,Item / 物品,Medium / 中型,Bronze / 青铜,Bronze/Silver/Gold/Diamond,Jules / 朱尔斯,Tool / 工具,Burn / 灼烧,6000,0,0,0,0,0,Burn 1/2/3/4,造成1/2/3/4灼烧,"When you use an adjacent Food, this gains +1/2/3/4 Burn for the fight.",使用相邻食物时，此物品的灼烧提高+1/2/3/4（限本场战斗）。,,,此物品的价值翻倍。,减速一件物品1秒,冻结一件物品500秒,加速一件物品1秒,获得护盾，等量于此物品灼烧的5倍,获得治疗，等量于此物品灼烧的5倍,造成剧毒，等量于此物品灼烧,此物品的灼烧翻倍。,此物品+1多重触发。,此物品+50%暴击率。,此物品免疫冻结、减速和摧毁。,造成伤害，等量于此物品灼烧的5倍
0c501dff-aa3a-4091-9c1e-2df43faef2e1,Tea Set,茶具,Item / 物品,Medium / 中型,Silver / 白银,Silver/Gold/Diamond,Pygmalien / 皮格马利翁,Relic / 遗物,Health / 生命值 | Burn / 灼烧,6000,0,0,0,0,0,Burn 2,造成2灼烧,Gain 25/50/100 Max Health for the fight.,最大生命值提高25/50/100（限本场战斗）。,"When you gain Max Health, your Burn items gain +1/3/5 Burn for the fight.",最大生命值提高时，灼烧物品的灼烧提高+1/3/5（限本场战斗）。,此物品的价值翻倍。,减速2件物品1秒,冻结一件物品1秒,加速2件物品1秒,获得护盾，等量于此物品灼烧的5倍,获得治疗，等量于此物品灼烧的5倍,造成剧毒，等量于此物品灼烧,此物品的灼烧翻倍。,此物品+1多重触发。,此物品+50%暴击率。,此物品免疫冻结、减速和摧毁。,造成伤害，等量于此物品灼烧的5倍
59965b1c-7250-4d19-90c7-490e75d7a396,Tomb of the Ancients,先祖墓,Item / 物品,Large / 大型,Silver / 白银,Silver/Gold/Diamond,Mak / 马克,Relic / 遗物 | Property / 地产,Regen / 再生 | Quest,6000,0,0,0,0,0,Gain 5/10/15 Regen for the fight,生命再生量提高5/10/15（限本场战斗）,This has +1 Multicast for each other Relic you have.,每拥有另一件遗物，此物品就+1多重触发。,,,此物品的价值翻倍。,减速一件物品1秒,此物品的冻结持续时间翻倍。,加速一件物品1秒,获得护盾，等量于此物品生命再生量的5倍,获得治疗，等量于此物品生命再生量的5倍,此物品的剧毒翻倍。,造成灼烧，等量于此物品的生命再生量,此物品+1多重触发。,此物品+50%暴击率。,此物品免疫冻结、减速和摧毁。,造成伤害，等量于此物品生命再生的5倍
a7910370-4540-4bb7-95cc-5b4b5eeb43ac,The Big One,大块头,Item / 物品,Medium / 中型,Gold / 黄金,Gold/Diamond,Stelle / 斯黛尔,Weapon / 武器,Damage / 伤害,14000,0,0,0,0,0,Destroy this,摧毁此物品,"When this is destroyed, deal Damage equal to 40/50% of your enemy's Max Health.",此物品被摧毁时，造成伤害，等量于敌人最大生命值的40/50%。,,,此物品的价值翻倍。,此物品被摧毁时，减速4件物品4秒。,此物品被摧毁时，冻结2件物品4秒。,此物品被摧毁时，加速4件物品4秒。,此物品被摧毁时，获得护盾，等量于此物品伤害。,此物品被摧毁时，获得治疗，等量于此物品伤害量。,此物品被摧毁时，造成剧毒，等量于其伤害的5%。,此物品被摧毁时，造成灼烧，等量于其伤害的5%。,此物品能造成双倍伤害。,此物品被摧毁时，己方物品暴击率提高+50%（限本场战斗）。,此物品免疫冻结和减速。,此物品的伤害翻倍。
a167bf66-e29e-43d2-b30e-a480600c992d,Scrap Metal,金属废料,Item / 物品,Medium / 中型,Gold / 黄金,Gold/Diamond,Dooley / 杜利,,Cooldown / 冷却,0,0,0,0,0,0,"When you sell this, reduce your leftmost item's Cooldown by 3/6%.",出售此物品时，最左侧物品的冷却时间缩短3/6%。,,,,,,出售此物品时，最左侧的减速物品+1000减速持续时间。,出售此物品时，最左侧的冻结物品+500冻结持续时间。,出售此物品时，最左侧的加速物品+1000加速持续时间。,出售此物品时，最左侧的护盾物品+25护盾。,出售此物品时，最左侧治疗物品的治疗量提高+25。,出售此物品时，最左侧剧毒物品的剧毒提高+5。,出售此物品时，最左侧灼烧物品的灼烧提高+5。,,此物品的冷却缩减翻倍。,,出售此物品时，最左侧的武器物品伤害提高+25。
